Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Management der Interaktionsqualität in industriellen Dienstleistungsnetzwerken — Ein Service-Analytics-Ansatz für die Störungsbearbeitung","Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung","","67","69","10.1007/BF03372939","Prof. Dr. Gerhard SatzgerDipl.-Inform. Wirt. Peter Hottum","2015","http://link.springer.com/article/10.1007/BF03372939","Article"
"A Service Science for Collaborative Enterprises – Observations and Theses on Future Developments","Collaborative Networks in the Internet of Services","","","","10.1007/978-3-642-32775-9_1","Kyrill Meyer","2012","http://link.springer.com/chapter/10.1007/978-3-642-32775-9_1","Chapter"
"Customer Co-Production and Service Innovation Characteristics: A Conceptual Argument","Adoption of Innovation","","","","10.1007/978-3-319-14523-5_5","Mohammadali ZolfagharianAudhesh K. Paswan","2015","http://link.springer.com/chapter/10.1007/978-3-319-14523-5_5","Chapter"
"Creating Value through Prosumption: an Empirical Analysis of Diy Practice","Proceedings of the 2010 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11797-3_54","Marco WolfShaun McQuitty","2015","http://link.springer.com/chapter/10.1007/978-3-319-11797-3_54","Chapter"
"Enkephalin Release from the Globus Pallidus: In Vitro and in Vivo Studies","Regulatory Mechanisms of Synaptic Transmission","","","","10.1007/978-1-4684-3968-7_2","A. BayónR. Drucker-ColínL. LugoW. J. ShoemakerR. AzadF. E. Bloom","1981","http://link.springer.com/chapter/10.1007/978-1-4684-3968-7_2","Chapter"
"Transactional, Project-Based and Ongoing Service Delivery in the B2B Context","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_33","Daniel D Prior","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_33","Chapter"
"Industry Practices and Challenges in Using Product in Use Data to Inform PSS Conceptual Design","Functional Thinking for Value Creation","","","","10.1007/978-3-642-19689-8_43","Romana HussainHelen LockettGokula Annamalai Vasantha","2011","http://link.springer.com/chapter/10.1007/978-3-642-19689-8_43","Chapter"
"Multifunctional Queen Pheromone and Maintenance of Reproductive Harmony in Termite Colonies","Journal of Chemical Ecology","","38","6","10.1007/s10886-012-0137-3","Kenji Matsuura","2012","http://link.springer.com/article/10.1007/s10886-012-0137-3","Article"
"Customer Co-creation as a Process of Collective Action: Marketing’s Role in Bridging Heterogeneous Customer Involvement","The Customer is NOT Always Right? Marketing Orientationsin a Dynamic Business World","","","","10.1007/978-3-319-50008-9_87","Yuko Yamashita","2017","http://link.springer.com/chapter/10.1007/978-3-319-50008-9_87","Chapter"
"Nitrogen regeneration by the surf zone penaeid prawn Macropetasma africanus","Marine Biology","","96","3","10.1007/BF00412515","A. C. CockcroftA. McLachlan","1987","http://link.springer.com/article/10.1007/BF00412515","Article"
"Value of Context-Awareness in Business Services","Capability Management in Digital Enterprises","","","","10.1007/978-3-319-90424-5_18","Michael FellmannMichael Leyer","2018","http://link.springer.com/chapter/10.1007/978-3-319-90424-5_18","Chapter"
"Towards a Process Model for Service Systems","Exploring Services Science","","","","10.1007/978-3-642-28227-0_1","Elisah LemeyGeert Poels","2012","http://link.springer.com/chapter/10.1007/978-3-642-28227-0_1","Chapter"
"Experimental conversion of colony social organization by manipulation of worker genotype composition in fire ants (Solenopsis invicta)","Behavioral Ecology and Sociobiology","","51","3","10.1007/s00265-001-0431-5","K. RossL. Keller","2002","http://link.springer.com/article/10.1007/s00265-001-0431-5","Article"
"Paired comparison, triple comparison, and ranking experiments as generalized linear models, and their implementation on GLIM","Psychometrika","","56","3","10.1007/BF02294488","Douglas E. CritchlowMichael A. Fligner","1991","http://link.springer.com/article/10.1007/BF02294488","Article"
"None of the Glory: The Implications of Customer Attributions of Credit in Successful Co-Productive Service Experiences","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_70","Ryan C. WhiteClay M. VoorheesBrian L. BourdeauJessica J. Hoppner","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_70","Chapter"
"Does kin structure explain the occurrence of workers in a lower termite?","Evolutionary Ecology","","21","6","10.1007/s10682-006-9153-5","Judith KorbKatharina Schneider","2007","http://link.springer.com/article/10.1007/s10682-006-9153-5","Article"
"From the Dyad to the Service Ecosystem: Broadening and Building Theory in Sales—An Abstract","Marketing at the Confluence between Entertainment and Analytics","","","","10.1007/978-3-319-47331-4_152","Nathaniel N. HartmannHeiko WielandStephen L. Vargo","2017","http://link.springer.com/chapter/10.1007/978-3-319-47331-4_152","Chapter"
"Seeking a Sustainable Competitive Advantage in Periods of Economic Recession for SMEs and Entrepreneurs: The Role of Value Co-creation and Customer Trust in the Service Provider","Entrepreneurship, Innovation and Economic Crisis","","","","10.1007/978-3-319-02384-7_8","María-Ángeles Revilla-CamachoFrancisco-José Cossío-SilvaManuela Vega-Vázquez","2014","http://link.springer.com/chapter/10.1007/978-3-319-02384-7_8","Chapter"
"Service-Systems-Engineering","WIRTSCHAFTSINFORMATIK","","56","2","10.1007/s11576-014-0406-6","Prof. Dr. Tilo BöhmannProf. Dr. Jan Marco LeimeisterProf. Dr. Kathrin Möslein","2014","http://link.springer.com/article/10.1007/s11576-014-0406-6","Article"
"Pattern Technologies for Structuring Neuronal Networks on MEAs","Advances in Network Electrophysiology","","","","10.1007/0-387-25858-2_7","John C. ChangBruce C. Wheeler","2006","http://link.springer.com/chapter/10.1007/0-387-25858-2_7","Chapter"
"The Service Dominant Strategy Canvas: Towards Networked Business Models","Collaborative Networks in the Internet of Services","","","","10.1007/978-3-642-32775-9_21","Egon LüfteneggerPaul GrefenCaren Weisleder","2012","http://link.springer.com/chapter/10.1007/978-3-642-32775-9_21","Chapter"
"On Viable Service Systems: Developing a Modeling Framework for Analysis of Viability in Service Systems","Exploring Services Science","","","","10.1007/978-3-642-21547-6_3","Arash GolnamGil RegevAlain Wegmann","2011","http://link.springer.com/chapter/10.1007/978-3-642-21547-6_3","Chapter"
"Model for Value Generation in Companies and Cognitive Networks","Artificial Intelligence in Value Creation","","","","10.1007/978-3-319-91596-8_4","Andrzej Wodecki","2019","http://link.springer.com/chapter/10.1007/978-3-319-91596-8_4","Chapter"
"Preadaptation for asexual queen succession: queen tychoparthenogenesis produces neotenic queens in the termite Reticulitermes okinawanus","Insectes Sociaux","","65","2","10.1007/s00040-018-0603-1","T. NozakiT. YashiroK. Matsuura","2018","http://link.springer.com/article/10.1007/s00040-018-0603-1","Article"
"Introduction","Innovation Capacity and the City","","","","10.1007/978-3-030-00123-0_1","Grazia ConcilioIlaria Tosoni","2019","http://link.springer.com/chapter/10.1007/978-3-030-00123-0_1","Chapter"
"Clinical Pharmacokinetics and Pharmacodynamics of Torasemide","Clinical Pharmacokinetics","","34","1","10.2165/00003088-199834010-00001","Dr Heinrich KnaufErnst Mutschler","1998","http://link.springer.com/article/10.2165/00003088-199834010-00001","Article"
"Modeling Value Creation and Capture in Service Systems","Exploring Services Science","","","","10.1007/978-3-642-28227-0_12","Arash GolnamPaavo RitalaVijay ViswanathanAlain Wegmann","2012","http://link.springer.com/chapter/10.1007/978-3-642-28227-0_12","Chapter"
"A note on crime control","The bulletin of mathematical biophysics","","28","3","10.1007/BF02476819","Louis G. Vargo","1966","http://link.springer.com/article/10.1007/BF02476819","Article"
"Value Encounters – Modeling and Analyzing Co-creation of Value","Software Services for e-Business and e-Society","","","","10.1007/978-3-642-04280-5_5","Hans Weigand","2009","http://link.springer.com/chapter/10.1007/978-3-642-04280-5_5","Chapter"
"Heterotrophic activity and bacterial productivity in assemblages of microbes from sea ice in the high Arctic","Polar Biology","","10","5","10.1007/BF00237822","Ralph E. H. SmithPierre Clement","1990","http://link.springer.com/article/10.1007/BF00237822","Article"
"Mechanism of apoptosis induced by apigenin in hepg2 human hepatoma cells: involvement of reactive oxygen species generated by NADPH oxidase","Archives of Pharmacal Research","","30","10","10.1007/BF02980274","Soo Im ChoiChoon Sik JeongSo Yeon ChoYong Soo Lee","2007","http://link.springer.com/article/10.1007/BF02980274","Article"
"The interrelationship among stress, anxiety, and depression in law enforcement personnel","Journal of Police and Criminal Psychology","","19","1","10.1007/BF02802573","Angela C. OlsonMichael A. Surrette Ph.D.","2004","http://link.springer.com/article/10.1007/BF02802573","Article"
"Theoretical Framework","Online Intermediaries for Co-Creation","","","","10.1007/978-3-319-51124-5_2","Christoph W. Künne","2018","http://link.springer.com/chapter/10.1007/978-3-319-51124-5_2","Chapter"
"The Opiate Receptor and Its Endogenous Ligands An Overview","Endorphins and Opiate Antagonists in Psychiatric Research","","","","10.1007/978-1-4684-1119-5_2","Jacob M. Hiller","1982","http://link.springer.com/chapter/10.1007/978-1-4684-1119-5_2","Chapter"
"Treatment of Idiopathic Dilated Cardiomyopathy (Beta-Cardiomyopathy) by Insertion of a Left Ventricular Mechanical Support System","Heart Replacement","","","","10.1007/978-4-431-65921-1_41","J. MüllerG. WallukatY. WengM. DandelS. SpiegelsbergerS. SemrauK. BrandesM. LoebeR. MeyerR. Hetzer","1998","http://link.springer.com/chapter/10.1007/978-4-431-65921-1_41","Chapter"
"Behavioral and Genetic Differentiation Between Native and Introduced Populations of the Argentine Ant","Biological Invasions","","1","1","10.1023/A:1010038413690","Andrew V. SuarezNeil D. TsutsuiDavid A. HolwayTed J. Case","1999","http://link.springer.com/article/10.1023/A%3A1010038413690","Article"
"Colony structure and sex allocation ratios in the ant Temnothorax crassispinus","Insectes Sociaux","","51","4","10.1007/s00040-004-0755-z","M. SträtzJ. Heinze","2004","http://link.springer.com/article/10.1007/s00040-004-0755-z","Article"
"The External Relationships in Relationship Marketing: An Exploration","Journal of business market management","","4","1","10.1007/s12087-010-0031-7","David J. BurnsHomer B. WarrenRashmi Assudani","2010","http://link.springer.com/article/10.1007/s12087-010-0031-7","Article"
"Cellular Mechanisms of Classical Conditioning","A Neuroscientist’s Guide to Classical Conditioning","","","","10.1007/978-1-4419-8558-3_2","Bernard G. SchreursDaniel L. Alkon","2002","http://link.springer.com/chapter/10.1007/978-1-4419-8558-3_2","Chapter"
"Consumers’ Role in Value Co-creation Through Participation and Knowledge: A Healthcare Perspective","Let’s Get Engaged! Crossing the Threshold of Marketing’s Engagement Era","","","","10.1007/978-3-319-11815-4_127","Joanne M. Tran","2016","http://link.springer.com/chapter/10.1007/978-3-319-11815-4_127","Chapter"
"A comparison of mark–release–recapture methods for estimating colony size in the wood ant Formica lugubris","Insectes Sociaux","","60","3","10.1007/s00040-013-0300-z","Y.-H. ChenE. J. H. Robinson","2013","http://link.springer.com/article/10.1007/s00040-013-0300-z","Article"
"Service Design and Coevolution of an Emerging SME Wellness Ecosystem","Nordic Contributions in IS Research","","","","10.1007/978-3-319-09546-2_1","Elina AnnanperäKari Liukkunen","2014","http://link.springer.com/chapter/10.1007/978-3-319-09546-2_1","Chapter"
"Entrepreneurship in the Contemporary Tourism Ecosystem: The Case of Incoming Tour Operators in Taiwan","Information and Communication Technologies in Tourism 2017","","","","10.1007/978-3-319-51168-9_8","Alex Yang-chan HsuBrian KingDan WangDimitrios Buhalis","2017","http://link.springer.com/chapter/10.1007/978-3-319-51168-9_8","Chapter"
"Sexual and asexual colony foundation and the mechanism of facultative parthenogenesis in the termite Reticulitermes speratus (Isoptera, Rhinotermitidae)","Insectes Sociaux","","51","4","10.1007/s00040-004-0746-0","K. MatsuuraM. FujimotoK. Goka","2004","http://link.springer.com/article/10.1007/s00040-004-0746-0","Article"
"Facultative polygyny in Ectatomma tuberculatum (Formicidae, Ectatomminae)","Insectes Sociaux","","52","2","10.1007/s00040-004-0794-5","R. R. HoraE. VilelaR. FénéronA. PezonD. FresneauJ. Delabie","2005","http://link.springer.com/article/10.1007/s00040-004-0794-5","Article"
"Seasonality, division of labor, and dynamics of colony-level nutrient storage in the ant Pheidole morrisi","Insectes Sociaux","","53","4","10.1007/s00040-005-0896-3","A. S. Yang","2006","http://link.springer.com/article/10.1007/s00040-005-0896-3","Article"
"Benthic macroinvertebrate response to sedimentation in a Typha angustifolia L. wetland","Wetlands Ecology and Management","","9","5","10.1023/A:1012046624646","Dianne C. MartinRobert K. Neely","2001","http://link.springer.com/article/10.1023/A%3A1012046624646","Article"
"Analgesia Induced by Brain Stimulation in Man","Neurobiology of Cerebrospinal Fluid 2","","","","10.1007/978-1-4615-9269-3_7","Yoshio Hosobuchi M.D.Floyd E. Bloom M.D.","1983","http://link.springer.com/chapter/10.1007/978-1-4615-9269-3_7","Chapter"
"Knowledge management capabilities of lead firms in innovation ecosystems","AMS Review","","5","3 - 4","10.1007/s13162-015-0068-6","Chander Velu","2015","http://link.springer.com/article/10.1007/s13162-015-0068-6","Article"
"The Indian Mathematical Tradition with Special Reference to Kerala: Methodology and Motivation","Ancient Indian Leaps into Mathematics","","","","10.1007/978-0-8176-4695-0_10","V. Madhukar Mallayya","2011","http://link.springer.com/chapter/10.1007/978-0-8176-4695-0_10","Chapter"
"β-Endorphin in Human Plasma, Cerebrospinal Fluid, Pituitary, and ACTH-Producing Tumor","Endorphins and Opiate Antagonists in Psychiatric Research","","","","10.1007/978-1-4684-1119-5_26","Toshihiro SudaHiroshi DemuraReiko DemuraKazuo ShizumeAnthony S. LiottaDorothy T. Krieger","1982","http://link.springer.com/chapter/10.1007/978-1-4684-1119-5_26","Chapter"
"Value Creation in the Internationalization of SMEs","Value Creation in International Business","","","","10.1007/978-3-319-39369-8_1","Svetla MarinovaNiina NummelaJorma Larimo","2017","http://link.springer.com/chapter/10.1007/978-3-319-39369-8_1","Chapter"
